Wall time,Step,Value
1584328268.743167,0,0.8809000253677368
1584328277.887129,1,0.8884000182151794
1584328287.288362,2,0.8838000297546387
1584328294.163549,3,0.8758000135421753
1584328299.106826,4,0.8913000226020813
1584328304.511233,5,0.8863000273704529
1584328311.320399,6,0.8835999965667725
1584328318.391111,7,0.8783000111579895
1584328323.256658,8,0.8798999786376953
1584328328.661194,9,0.8924999833106995
1584328333.476464,10,0.8913999795913696
1584328338.994521,11,0.8813999891281128
1584328343.439347,12,0.8858000040054321
1584328348.506168,13,0.8810999989509583
1584328353.538068,14,0.8881999850273132
1584328358.024677,15,0.8906000256538391
1584328362.825439,16,0.8783000111579895
1584328368.409193,17,0.8899999856948853
1584328374.047241,18,0.8848999738693237
1584328379.139694,19,0.8891000151634216
1584328384.384965,20,0.8859000205993652
1584328389.29386,21,0.8889999985694885
1584328394.634751,22,0.8860999941825867
1584328399.579246,23,0.8866999745368958
1584328404.68069,24,0.8873000144958496
1584328410.091312,25,0.8913999795913696
1584328415.427183,26,0.8901000022888184
1584328421.018574,27,0.888700008392334
1584328425.881255,28,0.8809999823570251
1584328431.041318,29,0.8885999917984009
1584328435.949521,30,0.8840000033378601
1584328441.091315,31,0.8842999935150146
1584328446.210583,32,0.8853999972343445
1584328451.058797,33,0.8834999799728394
1584328455.873211,34,0.8855999708175659
1584328460.642203,35,0.8870999813079834
1584328465.487583,36,0.8840000033378601
1584328470.301326,37,0.8873999714851379
1584328475.133855,38,0.8894000053405762
1584328479.980373,39,0.8787999749183655
1584328484.817101,40,0.8906000256538391
1584328489.622957,41,0.8906000256538391
1584328494.465214,42,0.8804000020027161
1584328499.348773,43,0.883899986743927
1584328505.148588,44,0.8859000205993652
1584328510.661855,45,0.8878999948501587
1584328516.310213,46,0.8859999775886536
1584328521.222664,47,0.8737000226974487
1584328526.307706,48,0.8855999708175659
1584328531.205264,49,0.8883000016212463
1584328536.045132,50,0.8883000016212463
1584328540.888899,51,0.8810999989509583
1584328545.729993,52,0.8853999972343445
1584328550.632422,53,0.8841999769210815
1584328555.394415,54,0.8851000070571899
1584328560.158399,55,0.8805999755859375
1584328564.864939,56,0.8870999813079834
1584328569.785751,57,0.8863999843597412
1584328575.140432,58,0.8863000273704529
1584328579.968027,59,0.8859999775886536
1584328584.748813,60,0.8881000280380249
1584328589.720749,61,0.8899999856948853
1584328594.649357,62,0.8827999830245972
1584328600.058993,63,0.8896999955177307
1584328604.98482,64,0.8828999996185303
1584328609.918787,65,0.8841000199317932
1584328614.978514,66,0.8813999891281128
1584328619.928003,67,0.8862000107765198
1584328624.794649,68,0.8851000070571899
1584328629.570254,69,0.8831999897956848
1584328634.47123,70,0.881600022315979
1584328639.308879,71,0.8784999847412109
1584328644.751095,72,0.885200023651123
1584328649.781261,73,0.8791999816894531
1584328654.866741,74,0.8845000267028809
1584328661.009324,75,0.8823000192642212
1584328666.296468,76,0.8870000243186951
1584328671.380294,77,0.8844000101089478
1584328676.305503,78,0.8840000033378601
1584328681.39989,79,0.8794000148773193
1584328686.356292,80,0.8859000205993652
1584328691.351118,81,0.8822000026702881
1584328696.023022,82,0.8852999806404114
1584328700.844383,83,0.880299985408783
1584328705.809943,84,0.8823999762535095
1584328710.65682,85,0.8841999769210815
1584328715.610286,86,0.8844000101089478
1584328720.486218,87,0.8881999850273132
1584328725.423788,88,0.8867999911308289
1584328730.399065,89,0.8855999708175659
1584328735.22124,90,0.8831999897956848
1584328740.647539,91,0.8841999769210815
1584328746.231049,92,0.8855999708175659
1584328751.874753,93,0.8851000070571899
1584328757.18875,94,0.879800021648407
1584328762.327175,95,0.883899986743927
1584328767.59388,96,0.8840000033378601
1584328772.679269,97,0.8848999738693237
1584328777.621369,98,0.8835999965667725
1584328782.613255,99,0.8801000118255615
