Wall time,Step,Value
1584390111.61116,0,0.5885545015335083
1584390591.54915,1,0.3896868824958801
1584391031.388346,2,0.33945581316947937
1584391463.749775,3,0.3071933686733246
1584391889.142064,4,0.28737178444862366
1584392311.786432,5,0.2688538730144501
1584392737.26715,6,0.25135859847068787
1584393191.336415,7,0.24054574966430664
1584393632.319879,8,0.22983774542808533
1584394049.051052,9,0.21454429626464844
1584394498.38458,10,0.2086109220981598
1584394933.044523,11,0.2000724971294403
1584395358.694388,12,0.19355475902557373
1584395781.072624,13,0.18046338856220245
1584396216.549332,14,0.18173031508922577
1584396655.35522,15,0.16966475546360016
1584397006.931799,16,0.1660221964120865
1584397325.934588,17,0.16157419979572296
1584397642.453839,18,0.1543407440185547
1584397970.1476,19,0.15256093442440033
1584398306.725038,20,0.14873550832271576
1584398642.942762,21,0.14385566115379333
1584398979.769067,22,0.14101532101631165
1584399314.718035,23,0.13348093628883362
1584399642.18553,24,0.13105426728725433
1584399965.106394,25,0.13025978207588196
1584400287.869772,26,0.127130925655365
1584400615.062637,27,0.1211685836315155
1584400951.068339,28,0.12029414623975754
1584401287.822418,29,0.11628555506467819
1584401701.138714,30,0.11618511378765106
1584402123.236427,31,0.11203078180551529
1584402545.681123,32,0.1145131066441536
1584402928.98862,33,0.1103101298213005
1584403248.830893,34,0.1081978976726532
1584403570.091589,35,0.10663408041000366
1584403893.577179,36,0.10093794018030167
1584404220.136729,37,0.10019616037607193
1584404558.566179,38,0.09918597340583801
1584404859.834403,39,0.10154777020215988
1584405258.792713,40,0.09732800722122192
1584405772.545745,41,0.0947141945362091
1584406215.45561,42,0.09228504449129105
1584406708.889119,43,0.08857512474060059
1584407274.698481,44,0.09239302575588226
1584407575.451099,45,0.09104584157466888
1584407885.713212,46,0.08361007273197174
1584408230.049743,47,0.08996134996414185
1584408541.228671,48,0.08311259746551514
1584408837.372367,49,0.08578769862651825
1584409136.241026,50,0.0863049328327179
1584409483.239321,51,0.08011706173419952
1584409844.842227,52,0.08386537432670593
1584410183.941318,53,0.08521563559770584
1584410473.73581,54,0.08078639954328537
1584410780.718995,55,0.0785718485713005
1584411158.171626,56,0.07810686528682709
1584411640.877422,57,0.07612515240907669
1584412056.274303,58,0.08036262542009354
1584412479.999275,59,0.07814746350049973
1584412948.853274,60,0.07676222920417786
1584413465.418529,61,0.07595052570104599
1584413990.818025,62,0.07982815057039261
1584414376.103758,63,0.07298269122838974
1584414653.313815,64,0.07590489834547043
1584414951.705631,65,0.06949443370103836
1584415424.036209,66,0.07283250987529755
1584415819.128478,67,0.07223890721797943
1584416231.153843,68,0.07237069308757782
1584416680.397573,69,0.06999398022890091
1584417053.830044,70,0.07364007830619812
1584417310.67714,71,0.07061696797609329
1584417571.042453,72,0.07286352664232254
1584417830.96475,73,0.06985654681921005
1584418115.208797,74,0.06903167814016342
1584418377.183346,75,0.0655326098203659
1584418638.412166,76,0.06691546738147736
1584418899.366539,77,0.07322213053703308
1584419160.154765,78,0.06924750655889511
1584419421.028135,79,0.06893220543861389
1584419695.933618,80,0.06687662750482559
1584419986.659045,81,0.06633306294679642
1584420282.667096,82,0.05826422572135925
1584420595.517534,83,0.06438714265823364
1584421043.002232,84,0.06688542664051056
1584421369.384074,85,0.06270596385002136
1584421675.606391,86,0.06495159864425659
1584421969.882379,87,0.06166711822152138
1584422255.113133,88,0.06437090039253235
1584422539.733477,89,0.0647234097123146
1584422832.898859,90,0.058296751230955124
1584423131.701559,91,0.05954020097851753
1584423428.010811,92,0.06274903565645218
1584423723.149993,93,0.06324741989374161
1584424011.936799,94,0.06657685339450836
1584424302.10799,95,0.06138499826192856
1584424586.482304,96,0.061750829219818115
1584424871.183891,97,0.05973169207572937
1584425156.50804,98,0.05996386334300041
1584425440.618863,99,0.07143902778625488
