Wall time,Step,Value
1584390111.619483,0,0.7903500199317932
1584390591.553561,1,0.8639500141143799
1584391031.413785,2,0.8814666867256165
1584391463.767164,3,0.8906833529472351
1584391889.153217,4,0.8966833353042603
1584392311.796284,5,0.9048500061035156
1584392737.278119,6,0.9104833602905273
1584393191.340548,7,0.9139500260353088
1584393632.328795,8,0.9181833267211914
1584394049.055372,9,0.9225000143051147
1584394498.39566,10,0.9251833558082581
1584394933.053961,11,0.928516685962677
1584395358.701788,12,0.931683361530304
1584395781.083092,13,0.9357333183288574
1584396216.555928,14,0.9350166916847229
1584396655.371739,15,0.9393500089645386
1584397006.956437,16,0.9418333172798157
1584397325.939415,17,0.942216694355011
1584397642.461374,18,0.9446166753768921
1584397970.15617,19,0.9458666443824768
1584398306.749895,20,0.9472500085830688
1584398642.950074,21,0.9491000175476074
1584398979.821327,22,0.9501000046730042
1584399314.724026,23,0.9529500007629395
1584399642.187459,24,0.9535833597183228
1584399965.163734,25,0.954800009727478
1584400287.876188,26,0.9555000066757202
1584400615.078527,27,0.9565500020980835
1584400951.118152,28,0.9579499959945679
1584401287.831689,29,0.9589999914169312
1584401701.146132,30,0.9595833420753479
1584402123.264541,31,0.9606333374977112
1584402545.741519,32,0.9605833292007446
1584402929.040289,33,0.961816668510437
1584403248.888615,34,0.9629666805267334
1584403570.099158,35,0.9639333486557007
1584403893.586475,36,0.9643999934196472
1584404220.13862,37,0.9660166501998901
1584404558.571034,38,0.9656833410263062
1584404859.837659,39,0.9661833047866821
1584405258.798255,40,0.9676333069801331
1584405772.549654,41,0.9676166772842407
1584406215.457856,42,0.9681333303451538
1584406708.892325,43,0.9697666764259338
1584407274.703714,44,0.9686999917030334
1584407575.453066,45,0.9692000150680542
1584407885.715152,46,0.9708666801452637
1584408230.054619,47,0.9698833227157593
1584408541.235368,48,0.9713666439056396
1584408837.429814,49,0.9710999727249146
1584409136.246054,50,0.9717333316802979
1584409483.245756,51,0.9730499982833862
1584409844.850937,52,0.9717333316802979
1584410183.945659,53,0.9718499779701233
1584410473.743366,54,0.973633348941803
1584410780.72618,55,0.9743666648864746
1584411158.18722,56,0.9736833572387695
1584411640.885086,57,0.9749166369438171
1584412056.282964,58,0.9739333391189575
1584412480.004558,59,0.9743666648864746
1584412948.868136,60,0.9755666851997375
1584413465.430211,61,0.9761666655540466
1584413990.845579,62,0.9752166867256165
1584414376.116235,63,0.9763333201408386
1584414653.315676,64,0.9760000109672546
1584414951.728331,65,0.9770333170890808
1584415424.103681,66,0.9756166934967041
1584415819.130879,67,0.9770166873931885
1584416231.158522,68,0.9763000011444092
1584416680.410232,69,0.977566659450531
1584417053.83218,70,0.9766166806221008
1584417310.687901,71,0.9774333238601685
1584417571.070625,72,0.9774666428565979
1584417830.967963,73,0.9785166382789612
1584418115.216573,74,0.9783166646957397
1584418377.207224,75,0.9785166382789612
1584418638.439092,76,0.9780666828155518
1584418899.432001,77,0.9777666926383972
1584419160.187847,78,0.9781833291053772
1584419421.048283,79,0.9787833094596863
1584419695.940938,80,0.979366660118103
1584419986.662135,81,0.9786333441734314
1584420282.674994,82,0.98089998960495
1584420595.51951,83,0.9797833561897278
1584421043.009029,84,0.979616641998291
1584421369.386735,85,0.9810166954994202
1584421675.610765,86,0.9800833463668823
1584421969.88903,87,0.9808333516120911
1584422255.117602,88,0.9800166487693787
1584422539.735356,89,0.9802833199501038
1584422832.951045,90,0.9810500144958496
1584423131.706842,91,0.9817500114440918
1584423428.064803,92,0.980650007724762
1584423723.16054,93,0.980983316898346
1584424011.948954,94,0.9793833494186401
1584424302.14616,95,0.9814000129699707
1584424586.490386,96,0.9814833402633667
1584424871.211176,97,0.9813166856765747
1584425156.510161,98,0.9815999865531921
1584425440.620805,99,0.9794166684150696
