Wall time,Step,Value
1584329696.478341,0,0.8159000277519226
1584329970.447594,1,0.8740833401679993
1584330241.940704,2,0.8916500210762024
1584330483.358935,3,0.9010000228881836
1584330749.555978,4,0.9070166945457458
1584330942.786779,5,0.9131500124931335
1584331145.525054,6,0.9181166887283325
1584331336.601486,7,0.922249972820282
1584331530.886658,8,0.923966646194458
1584331721.311722,9,0.9278166890144348
1584331909.176203,10,0.9306833148002625
1584332096.738117,11,0.9339500069618225
1584332286.803773,12,0.9362166523933411
1584332474.927785,13,0.9376000165939331
1584332666.862056,14,0.9391166567802429
1584332878.769303,15,0.9409499764442444
1584333077.608493,16,0.9425666928291321
1584333271.274702,17,0.9445833563804626
1584333460.15477,18,0.9453833103179932
1584333646.239436,19,0.946399986743927
1584333832.44359,20,0.9476500153541565
1584334019.40988,21,0.9481499791145325
1584334208.93286,22,0.9493499994277954
1584334399.184897,23,0.9507499933242798
1584334589.49058,24,0.9517499804496765
1584334779.664128,25,0.9523166418075562
1584334971.957979,26,0.9526833295822144
1584335162.016106,27,0.9537000060081482
1584335353.669071,28,0.9560166597366333
1584335543.830998,29,0.95496666431427
1584335733.800929,30,0.9567999839782715
1584335919.528875,31,0.9575166702270508
1584336103.693763,32,0.958216667175293
1584336288.501587,33,0.9598000049591064
1584336471.679239,34,0.9606166481971741
1584336646.714169,35,0.9609166383743286
1584336826.644511,36,0.9611833095550537
1584337015.718594,37,0.9620333313941956
1584337203.448669,38,0.9610333442687988
1584337390.443704,39,0.962233304977417
1584337571.550179,40,0.9622666835784912
1584337751.536921,41,0.9646333456039429
1584337930.090354,42,0.9635499715805054
1584338108.901066,43,0.9649500250816345
1584338288.026949,44,0.9652833342552185
1584338467.63102,45,0.965666651725769
1584338647.448776,46,0.9657666683197021
1584338825.970136,47,0.9666666388511658
1584339005.616594,48,0.9662166833877563
1584339184.091729,49,0.9666833281517029
1584339363.556941,50,0.9672999978065491
1584339544.100053,51,0.9682999849319458
1584339723.044195,52,0.9684666395187378
1584339900.848076,53,0.9677000045776367
1584340087.907506,54,0.9674833416938782
1584340271.374807,55,0.9700833559036255
1584340452.229515,56,0.9691500067710876
1584340632.029366,57,0.9687833189964294
1584340812.361724,58,0.9696166515350342
1584340992.268159,59,0.9703666567802429
1584341171.227176,60,0.9707333445549011
1584341351.241199,61,0.9706666469573975
1584341528.668608,62,0.9716833233833313
1584341707.015451,63,0.9712499976158142
1584341876.438643,64,0.9710333347320557
1584342037.959455,65,0.9713500142097473
1584342199.621535,66,0.9717333316802979
1584342359.503508,67,0.9713166952133179
1584361080.751091,68,0.9728500247001648
1584361239.884238,69,0.9713166952133179
1584361396.580873,70,0.9723333120346069
1584361552.380786,71,0.972683310508728
1584370734.942624,72,0.9729833602905273
1584370896.816986,73,0.9725666642189026
1584371059.7202,74,0.9741833209991455
1584371221.561514,75,0.9721166491508484
1584383725.90071,76,0.9733333587646484
1584383938.573048,77,0.9744333624839783
1584384161.443732,78,0.9733333587646484
1584384385.220763,79,0.9742833375930786
1584384606.092314,80,0.9747499823570251
1584384836.862525,81,0.9749500155448914
1584385081.895004,82,0.9749000072479248
1584385252.068149,83,0.9758666753768921
1584385427.088821,84,0.9746833443641663
1584385596.939717,85,0.9748666882514954
1584386686.23053,86,0.9758166670799255
1584386905.641121,87,0.9750666618347168
1584387078.923299,88,0.9753666520118713
1584387257.79716,89,0.9749333262443542
1584387450.122321,90,0.9754833579063416
1584387645.405746,91,0.9760833382606506
1584387837.346998,92,0.9761833548545837
1584388032.849798,93,0.9775500297546387
1584388244.6539,94,0.9772666692733765
1584388503.593281,95,0.9768000245094299
1584388763.183208,96,0.9769333600997925
1584389025.440957,97,0.9758333563804626
1584389309.095934,98,0.9775000214576721
1584389691.130362,99,0.9774500131607056
